  slev   sx    sy dlev   dx    dy  count       per       cum
b   14 4828 10230   14 4824 10225      6 2.144708e-05  99.983575
b   14 4824 10219   14 4824 10226      6 2.144708e-05  99.983597
b   14 4827 10219   14 4824 10226      6 2.144708e-05  99.983618
b   14 4830 10226   14 4824 10227      6 2.144708e-05  99.983639
b   14 4825 10221   14 4824 10228      6 2.144708e-05  99.983661
b   14 4825 10223   14 4824 10228      6 2.144708e-05  99.983682
b   14 4827 10228   14 4824 10228      6 2.144708e-05  99.983704
b   14 4824 10219   14 4825 10220      6 2.144708e-05  99.983725
b   14 4827 10219   14 4825 10220      6 2.144708e-05  99.983747
b   14 4828 10226   14 4825 10220      6 2.144708e-05  99.983768
b   14 4826 10219   14 4825 10224      6 2.144708e-05  99.983790
b   14 4829 10224   14 4825 10224      6 2.144708e-05  99.983811
b   14 4823 10221   14 4825 10225      6 2.144708e-05  99.983832
b   14 4828 10230   14 4825 10225      6 2.144708e-05  99.983854
b   14 4830 10226   14 4825 10225      6 2.144708e-05  99.983875
b   14 4824 10219   14 4825 10226      6 2.144708e-05  99.983897
b   14 4828 10229   14 4825 10227      6 2.144708e-05  99.983918
b   14 4823 10221   14 4825 10228      6 2.144708e-05  99.983940
b   14 4824 10220   14 4825 10228      6 2.144708e-05  99.983961
b   14 4828 10229   14 4825 10228      6 2.144708e-05  99.983983
b   14 4830 10225   14 4825 10228      6 2.144708e-05  99.984004
b   14 4824 10222   14 4825 10230      6 2.144708e-05  99.984026
b   14 4830 10220   14 4826 10219      6 2.144708e-05  99.984047
b   14 4828 10220   14 4826 10220      6 2.144708e-05  99.984068
b   14 4830 10221   14 4826 10220      6 2.144708e-05  99.984090
b   14 4829 10225   14 4826 10221      6 2.144708e-05  99.984111
b   14 4827 10230   14 4826 10222      6 2.144708e-05  99.984133
b   14 4823 10222   14 4826 10224      6 2.144708e-05  99.984154
b   14 4826 10220   14 4826 10225      6 2.144708e-05  99.984176
b   14 4826 10220   14 4826 10226      6 2.144708e-05  99.984197
b   14 4827 10221   14 4826 10226      6 2.144708e-05  99.984219
b   14 4828 10223   14 4826 10226      6 2.144708e-05  99.984240
b   14 4828 10224   14 4826 10226      6 2.144708e-05  99.984261
b   14 4828 10229   14 4826 10227      6 2.144708e-05  99.984283
b   14 4824 10220   14 4826 10229      6 2.144708e-05  99.984304
b   14 4830 10230   14 4826 10229      6 2.144708e-05  99.984326
b   14 4827 10224   14 4827 10221      6 2.144708e-05  99.984347
b   14 4828 10226   14 4827 10221      6 2.144708e-05  99.984369
b   14 4823 10219   14 4827 10222      6 2.144708e-05  99.984390
b   14 4827 10229   14 4827 10223      6 2.144708e-05  99.984412
b   14 4827 10230   14 4827 10225      6 2.144708e-05  99.984433
b   14 4824 10220   14 4827 10227      6 2.144708e-05  99.984454
b   14 4825 10230   14 4827 10228      6 2.144708e-05  99.984476
b   14 4828 10229   14 4827 10228      6 2.144708e-05  99.984497
b   14 4828 10230   14 4827 10228      6 2.144708e-05  99.984519
b   14 4827 10222   14 4827 10229      6 2.144708e-05  99.984540
b   14 4830 10225   14 4827 10229      6 2.144708e-05  99.984562
b   14 4826 10222   14 4827 10230      6 2.144708e-05  99.984583
b   14 4827 10226   14 4828 10220      6 2.144708e-05  99.984605
b   14 4829 10219   14 4828 10220      6 2.144708e-05  99.984626
b   14 4825 10219   14 4828 10221      6 2.144708e-05  99.984647
b   14 4827 10228   14 4828 10221      6 2.144708e-05  99.984669
b   14 4827 10229   14 4828 10221      6 2.144708e-05  99.984690
b   14 4828 10219   14 4828 10221      6 2.144708e-05  99.984712
b   14 4825 10219   14 4828 10222      6 2.144708e-05  99.984733
b   14 4826 10230   14 4828 10222      6 2.144708e-05  99.984755
b   14 4827 10224   14 4828 10222      6 2.144708e-05  99.984776
b   14 4830 10221   14 4828 10222      6 2.144708e-05  99.984798
b   14 4824 10220   14 4828 10223      6 2.144708e-05  99.984819
b   14 4826 10219   14 4828 10223      6 2.144708e-05  99.984840
b   14 4827 10221   14 4828 10223      6 2.144708e-05  99.984862
b   14 4826 10230   14 4828 10224      6 2.144708e-05  99.984883
b   14 4830 10226   14 4828 10224      6 2.144708e-05  99.984905
b   14 4828 10222   14 4828 10225      6 2.144708e-05  99.984926
b   14 4825 10220   14 4828 10226      6 2.144708e-05  99.984948
b   14 4827 10222   14 4828 10226      6 2.144708e-05  99.984969
b   14 4827 10224   14 4828 10226      6 2.144708e-05  99.984991
b   14 4828 10222   14 4828 10226      6 2.144708e-05  99.985012
b   14 4825 10220   14 4828 10227      6 2.144708e-05  99.985034
b   14 4824 10222   14 4828 10228      6 2.144708e-05  99.985055
b   14 4826 10222   14 4828 10230      6 2.144708e-05  99.985076
b   14 4825 10227   14 4828 10219      6 2.144708e-05  99.985098
b   14 4828 10223   14 4828 10219      6 2.144708e-05  99.985119
b   14 4824 10221   14 4829 10220      6 2.144708e-05  99.985141
b   14 4825 10228   14 4829 10220      6 2.144708e-05  99.985162
b   14 4826 10229   14 4829 10220      6 2.144708e-05  99.985184
b   14 4827 10229   14 4829 10221      6 2.144708e-05  99.985205
b   14 4828 10219   14 4829 10221      6 2.144708e-05  99.985227
b   14 4825 10223   14 4829 10222      6 2.144708e-05  99.985248
b   14 4825 10224   14 4829 10222      6 2.144708e-05  99.985269
b   14 4827 10220   14 4829 10222      6 2.144708e-05  99.985291
b   14 4828 10227   14 4829 10222      6 2.144708e-05  99.985312
b   14 4825 10223   14 4829 10224      6 2.144708e-05  99.985334
b   14 4828 10222   14 4829 10224      6 2.144708e-05  99.985355
b   14 4826 10220   14 4829 10225      6 2.144708e-05  99.985377
b   14 4825 10230   14 4829 10227      6 2.144708e-05  99.985398
b   14 4826 10219   14 4829 10227      6 2.144708e-05  99.985420
b   14 4827 10223   14 4829 10227      6 2.144708e-05  99.985441
b   14 4828 10227   14 4829 10230      6 2.144708e-05  99.985462
b   14 4830 10226   14 4829 10230      6 2.144708e-05  99.985484
b   14 4826 10219   14 4829 10219      6 2.144708e-05  99.985505
b   14 4827 10227   14 4829 10229      6 2.144708e-05  99.985527
b   14 4825 10225   14 4830 10220      6 2.144708e-05  99.985548
b   14 4826 10222   14 4830 10220      6 2.144708e-05  99.985570
b   14 4828 10221   14 4830 10220      6 2.144708e-05  99.985591
b   14 4830 10221   14 4830 10220      6 2.144708e-05  99.985613
b   14 4826 10224   14 4830 10221      6 2.144708e-05  99.985634
b   14 4826 10225   14 4830 10221      6 2.144708e-05  99.985655
b   14 4826 10230   14 4830 10221      6 2.144708e-05  99.985677
b   14 4830 10224   14 4830 10221      6 2.144708e-05  99.985698
b   14 4827 10223   14 4830 10223      6 2.144708e-05  99.985720
b   14 4828 10227   14 4830 10223      6 2.144708e-05  99.985741
b   14 4826 10221   14 4830 10224      6 2.144708e-05  99.985763
b   14 4826 10230   14 4830 10224      6 2.144708e-05  99.985784
b   14 4827 10222   14 4830 10225      6 2.144708e-05  99.985806
b   14 4827 10228   14 4830 10226      6 2.144708e-05  99.985827
b   14 4823 10221   14 4830 10227      6 2.144708e-05  99.985849
b   14 4828 10229   14 4830 10227      6 2.144708e-05  99.985870
b   14 4824 10222   14 4830 10230      6 2.144708e-05  99.985891
b   14 4825 10222   14 4830 10230      6 2.144708e-05  99.985913
b   14 4825 10221   14 4830 10222      6 2.144708e-05  99.985934
b   14 4826 10229   14 4830 10222      6 2.144708e-05  99.985956
b   14 4826 10230   14 4830 10222      6 2.144708e-05  99.985977
b   14 4829 10223   14 4830 10222      6 2.144708e-05  99.985999
b   14 4826 10221   14 4822 10219      5 1.787256e-05  99.986017
b   14 4826 10222   14 4822 10219      5 1.787256e-05  99.986034
b   14 4826 10225   14 4822 10219      5 1.787256e-05  99.986052
b   14 4827 10220   14 4823 10224      5 1.787256e-05  99.986070
b   14 4829 10221   14 4823 10224      5 1.787256e-05  99.986088
b   14 4830 10221   14 4823 10224      5 1.787256e-05  99.986106
b   14 4824 10228   14 4823 10221      5 1.787256e-05  99.986124
b   14 4826 10229   14 4823 10221      5 1.787256e-05  99.986142
b   14 4827 10227   14 4823 10221      5 1.787256e-05  99.986159
b   14 4822 10219   14 4823 10223      5 1.787256e-05  99.986177
b   14 4822 10224   14 4823 10225      5 1.787256e-05  99.986195
b   14 4826 10219   14 4823 10225      5 1.787256e-05  99.986213
b   14 4829 10226   14 4823 10225      5 1.787256e-05  99.986231
b   14 4830 10224   14 4823 10225      5 1.787256e-05  99.986249
b   14 4827 10230   14 4823 10226      5 1.787256e-05  99.986267
b   14 4827 10221   14 4824 10219      5 1.787256e-05  99.986285
b   14 4827 10229   14 4824 10219      5 1.787256e-05  99.986302
b   14 4826 10230   14 4824 10220      5 1.787256e-05  99.986320
b   14 4827 10221   14 4824 10220      5 1.787256e-05  99.986338
b   14 4827 10229   14 4824 10221      5 1.787256e-05  99.986356
b   14 4830 10224   14 4824 10221      5 1.787256e-05  99.986374
b   14 4827 10219   14 4824 10222      5 1.787256e-05  99.986392
b   14 4828 10224   14 4824 10222      5 1.787256e-05  99.986410
b   14 4829 10221   14 4824 10222      5 1.787256e-05  99.986428
b   14 4823 10219   14 4824 10223      5 1.787256e-05  99.986445
b   14 4826 10219   14 4824 10223      5 1.787256e-05  99.986463
b   14 4827 10220   14 4824 10223      5 1.787256e-05  99.986481
b   14 4830 10224   14 4824 10223      5 1.787256e-05  99.986499
b   14 4828 10229   14 4824 10226      5 1.787256e-05  99.986517
b   14 4823 10219   14 4824 10227      5 1.787256e-05  99.986535
b   14 4823 10222   14 4824 10227      5 1.787256e-05  99.986553
b   14 4827 10221   14 4824 10227      5 1.787256e-05  99.986571
b   14 4828 10222   14 4824 10227      5 1.787256e-05  99.986588
b   14 4825 10230   14 4824 10228      5 1.787256e-05  99.986606
b   14 4827 10226   14 4824 10228      5 1.787256e-05  99.986624
b   14 4828 10225   14 4824 10228      5 1.787256e-05  99.986642
b   14 4827 10229   14 4825 10219      5 1.787256e-05  99.986660
b   14 4824 10228   14 4825 10220      5 1.787256e-05  99.986678
b   14 4829 10225   14 4825 10220      5 1.787256e-05  99.986696
b   14 4822 10219   14 4825 10221      5 1.787256e-05  99.986714
b   14 4828 10223   14 4825 10221      5 1.787256e-05  99.986731
b   14 4830 10224   14 4825 10221      5 1.787256e-05  99.986749
b   14 4827 10219   14 4825 10222      5 1.787256e-05  99.986767
b   14 4829 10220   14 4825 10222      5 1.787256e-05  99.986785
b   14 4829 10219   14 4825 10222      5 1.787256e-05  99.986803
b   14 4829 10225   14 4825 10223      5 1.787256e-05  99.986821
b   14 4830 10225   14 4825 10223      5 1.787256e-05  99.986839
b   14 4827 10224   14 4825 10225      5 1.787256e-05  99.986857
b   14 4828 10221   14 4825 10226      5 1.787256e-05  99.986874
b   14 4823 10220   14 4825 10227      5 1.787256e-05  99.986892
b   14 4826 10219   14 4825 10227      5 1.787256e-05  99.986910
b   14 4826 10220   14 4825 10227      5 1.787256e-05  99.986928
b   14 4827 10221   14 4825 10227      5 1.787256e-05  99.986946
b   14 4823 10220   14 4825 10228      5 1.787256e-05  99.986964
b   14 4828 10224   14 4825 10228      5 1.787256e-05  99.986982
b   14 4828 10230   14 4825 10228      5 1.787256e-05  99.986999
b   14 4826 10230   14 4826 10219      5 1.787256e-05  99.987017
b   14 4824 10219   14 4826 10220      5 1.787256e-05  99.987035
b   14 4828 10226   14 4826 10220      5 1.787256e-05  99.987053
b   14 4828 10219   14 4826 10221      5 1.787256e-05  99.987071
b   14 4829 10222   14 4826 10221      5 1.787256e-05  99.987089
b   14 4830 10222   14 4826 10221      5 1.787256e-05  99.987107
b   14 4823 10222   14 4826 10222      5 1.787256e-05  99.987125
b   14 4827 10228   14 4826 10222      5 1.787256e-05  99.987142
b   14 4830 10230   14 4826 10222      5 1.787256e-05  99.987160
b   14 4827 10230   14 4826 10223      5 1.787256e-05  99.987178
b   14 4828 10221   14 4826 10224      5 1.787256e-05  99.987196
b   14 4824 10220   14 4826 10225      5 1.787256e-05  99.987214
b   14 4827 10228   14 4826 10225      5 1.787256e-05  99.987232
b   14 4825 10230   14 4826 10226      5 1.787256e-05  99.987250
b   14 4823 10220   14 4826 10227      5 1.787256e-05  99.987268
b   14 4827 10221   14 4826 10227      5 1.787256e-05  99.987285
b   14 4823 10220   14 4826 10228      5 1.787256e-05  99.987303
b   14 4823 10221   14 4826 10228      5 1.787256e-05  99.987321
b   14 4826 10220   14 4826 10228      5 1.787256e-05  99.987339
b   14 4828 10221   14 4826 10228      5 1.787256e-05  99.987357
b   14 4823 10221   14 4826 10229      5 1.787256e-05  99.987375
b   14 4826 10219   14 4826 10229      5 1.787256e-05  99.987393
b   14 4826 10220   14 4826 10230      5 1.787256e-05  99.987411
b   14 4830 10225   14 4826 10230      5 1.787256e-05  99.987428
b   14 4828 10220   14 4827 10219      5 1.787256e-05  99.987446
b   14 4828 10222   14 4827 10219      5 1.787256e-05  99.987464
b   14 4829 10221   14 4827 10219      5 1.787256e-05  99.987482
b   14 4829 10219   14 4827 10219      5 1.787256e-05  99.987500
b   14 4827 10227   14 4827 10221      5 1.787256e-05  99.987518
b   14 4830 10224   14 4827 10221      5 1.787256e-05  99.987536
b   14 4829 10222   14 4827 10222      5 1.787256e-05  99.987554
b   14 4830 10221   14 4827 10222      5 1.787256e-05  99.987571
b   14 4826 10219   14 4827 10223      5 1.787256e-05  99.987589
b   14 4830 10223   14 4827 10223      5 1.787256e-05  99.987607
b   14 4830 10225   14 4827 10223      5 1.787256e-05  99.987625
b   14 4828 10224   14 4827 10224      5 1.787256e-05  99.987643
b   14 4826 10220   14 4827 10226      5 1.787256e-05  99.987661
b   14 4825 10219   14 4827 10227      5 1.787256e-05  99.987679
b   14 4825 10220   14 4827 10227      5 1.787256e-05  99.987697
b   14 4828 10222   14 4827 10227      5 1.787256e-05  99.987714
b   14 4825 10223   14 4827 10228      5 1.787256e-05  99.987732
b   14 4830 10230   14 4827 10230      5 1.787256e-05  99.987750
b   14 4825 10219   14 4828 10220      5 1.787256e-05  99.987768
b   14 4827 10225   14 4828 10220      5 1.787256e-05  99.987786
b   14 4823 10220   14 4828 10221      5 1.787256e-05  99.987804
b   14 4827 10225   14 4828 10221      5 1.787256e-05  99.987822
b   14 4828 10227   14 4828 10221      5 1.787256e-05  99.987840
b   14 4830 10222   14 4828 10221      5 1.787256e-05  99.987857
b   14 4824 10220   14 4828 10222      5 1.787256e-05  99.987875
b   14 4827 10229   14 4828 10222      5 1.787256e-05  99.987893
b   14 4829 10221   14 4828 10222      5 1.787256e-05  99.987911
b   14 4829 10222   14 4828 10222      5 1.787256e-05  99.987929
b   14 4830 10225   14 4828 10222      5 1.787256e-05  99.987947
b   14 4828 10221   14 4828 10223      5 1.787256e-05  99.987965
b   14 4824 10221   14 4828 10224      5 1.787256e-05  99.987982
b   14 4830 10223   14 4828 10225      5 1.787256e-05  99.988000
b   14 4824 10220   14 4828 10226      5 1.787256e-05  99.988018
b   14 4829 10224   14 4828 10226      5 1.787256e-05  99.988036
b   14 4825 10219   14 4828 10227      5 1.787256e-05  99.988054
b   14 4826 10219   14 4828 10227      5 1.787256e-05  99.988072
b   14 4827 10224   14 4828 10227      5 1.787256e-05  99.988090
b   14 4828 10224   14 4828 10227      5 1.787256e-05  99.988108
b   14 4829 10221   14 4828 10219      5 1.787256e-05  99.988125
b   14 4825 10224   14 4829 10220      5 1.787256e-05  99.988143
b   14 4827 10223   14 4829 10220      5 1.787256e-05  99.988161
b   14 4823 10220   14 4829 10221      5 1.787256e-05  99.988179
b   14 4824 10220   14 4829 10221      5 1.787256e-05  99.988197
b   14 4827 10219   14 4829 10221      5 1.787256e-05  99.988215
b   14 4825 10229   14 4829 10222      5 1.787256e-05  99.988233
b   14 4825 10221   14 4829 10223      5 1.787256e-05  99.988251
b   14 4827 10221   14 4829 10223      5 1.787256e-05  99.988268
b   14 4825 10219   14 4829 10225      5 1.787256e-05  99.988286
b   14 4827 10228   14 4829 10225      5 1.787256e-05  99.988304
b   14 4823 10219   14 4829 10226      5 1.787256e-05  99.988322
b   14 4825 10219   14 4829 10226      5 1.787256e-05  99.988340
b   14 4823 10221   14 4829 10227      5 1.787256e-05  99.988358
b   14 4827 10221   14 4829 10227      5 1.787256e-05  99.988376
b   14 4828 10228   14 4829 10227      5 1.787256e-05  99.988394
b   14 4828 10230   14 4829 10227      5 1.787256e-05  99.988411
b   14 4824 10222   14 4829 10230      5 1.787256e-05  99.988429
b   14 4830 10220   14 4829 10219      5 1.787256e-05  99.988447
b   14 4825 10229   14 4829 10229      5 1.787256e-05  99.988465
b   14 4826 10221   14 4830 10220      5 1.787256e-05  99.988483
b   14 4827 10220   14 4830 10220      5 1.787256e-05  99.988501
b   14 4828 10220   14 4830 10220      5 1.787256e-05  99.988519
b   14 4826 10228   14 4830 10221      5 1.787256e-05  99.988537
b   14 4826 10229   14 4830 10221      5 1.787256e-05  99.988554
b   14 4827 10227   14 4830 10221      5 1.787256e-05  99.988572
b   14 4823 10226   14 4830 10223      5 1.787256e-05  99.988590
b   14 4824 10223   14 4830 10223      5 1.787256e-05  99.988608
b   14 4826 10229   14 4830 10223      5 1.787256e-05  99.988626
b   14 4826 10222   14 4830 10225      5 1.787256e-05  99.988644
b   14 4827 10230   14 4830 10225      5 1.787256e-05  99.988662
b   14 4830 10222   14 4830 10226      5 1.787256e-05  99.988680
b   14 4827 10224   14 4830 10227      5 1.787256e-05  99.988697
b   14 4828 10221   14 4830 10227      5 1.787256e-05  99.988715
b   14 4830 10230   14 4830 10229      5 1.787256e-05  99.988733
b   14 4826 10225   14 4830 10230      5 1.787256e-05  99.988751
b   14 4824 10224   14 4830 10228      5 1.787256e-05  99.988769
b   14 4828 10227   14 4830 10228      5 1.787256e-05  99.988787
b   14 4827 10227   14 4822 10219      4 1.429805e-05  99.988801
b   14 4825 10228   14 4822 10224      4 1.429805e-05  99.988815
b   14 4828 10225   14 4822 10224      4 1.429805e-05  99.988830
b   14 4823 10222   14 4823 10219      4 1.429805e-05  99.988844
b   14 4828 10226   14 4823 10219      4 1.429805e-05  99.988858
b   14 4829 10224   14 4823 10219      4 1.429805e-05  99.988873
b   14 4826 10229   14 4823 10220      4 1.429805e-05  99.988887
b   14 4826 10230   14 4823 10220      4 1.429805e-05  99.988901
b   14 4828 10222   14 4823 10220      4 1.429805e-05  99.988915
b   14 4829 10225   14 4823 10220      4 1.429805e-05  99.988930
b   14 4828 10221   14 4823 10224      4 1.429805e-05  99.988944
b   14 4830 10220   14 4823 10224      4 1.429805e-05  99.988958
b   14 4823 10223   14 4823 10227      4 1.429805e-05  99.988973
b   14 4824 10225   14 4823 10227      4 1.429805e-05  99.988987
b   14 4824 10227   14 4823 10227      4 1.429805e-05  99.989001
b   14 4827 10221   14 4823 10221      4 1.429805e-05  99.989016
b   14 4830 10220   14 4823 10223      4 1.429805e-05  99.989030
b   14 4825 10220   14 4823 10222      4 1.429805e-05  99.989044
b   14 4826 10229   14 4823 10222      4 1.429805e-05  99.989058
b   14 4827 10223   14 4823 10222      4 1.429805e-05  99.989073
b   14 4827 10225   14 4823 10222      4 1.429805e-05  99.989087
b   14 4827 10224   14 4823 10225      4 1.429805e-05  99.989101
b   14 4825 10220   14 4823 10226      4 1.429805e-05  99.989116
b   14 4829 10225   14 4823 10226      4 1.429805e-05  99.989130
b   14 4830 10225   14 4823 10226      4 1.429805e-05  99.989144
b   14 4822 10219   14 4824 10220      4 1.429805e-05  99.989159
b   14 4827 10229   14 4824 10220      4 1.429805e-05  99.989173
b   14 4828 10223   14 4824 10220      4 1.429805e-05  99.989187
b   14 4827 10220   14 4824 10221      4 1.429805e-05  99.989201
b   14 4828 10221   14 4824 10221      4 1.429805e-05  99.989216
b   14 4829 10225   14 4824 10221      4 1.429805e-05  99.989230
b   14 4828 10220   14 4824 10222      4 1.429805e-05  99.989244
b   14 4828 10222   14 4824 10223      4 1.429805e-05  99.989259
b   14 4828 10224   14 4824 10223      4 1.429805e-05  99.989273
b   14 4830 10226   14 4824 10223      4 1.429805e-05  99.989287
b   14 4828 10229   14 4824 10224      4 1.429805e-05  99.989301
b   14 4829 10223   14 4824 10224      4 1.429805e-05  99.989316
b   14 4822 10224   14 4824 10225      4 1.429805e-05  99.989330
b   14 4824 10219   14 4824 10225      4 1.429805e-05  99.989344
b   14 4828 10221   14 4824 10225      4 1.429805e-05  99.989359
b   14 4822 10224   14 4824 10226      4 1.429805e-05  99.989373
b   14 4830 10221   14 4824 10226      4 1.429805e-05  99.989387
b   14 4827 10224   14 4824 10227      4 1.429805e-05  99.989402
b   14 4825 10222   14 4824 10228      4 1.429805e-05  99.989416
b   14 4830 10226   14 4824 10228      4 1.429805e-05  99.989430
b   14 4823 10222   14 4825 10219      4 1.429805e-05  99.989444
b   14 4824 10228   14 4825 10219      4 1.429805e-05  99.989459
b   14 4827 10220   14 4825 10219      4 1.429805e-05  99.989473
b   14 4828 10227   14 4825 10219      4 1.429805e-05  99.989487
b   14 4829 10225   14 4825 10219      4 1.429805e-05  99.989502
b   14 4827 10229   14 4825 10220      4 1.429805e-05  99.989516
b   14 4828 10221   14 4825 10220      4 1.429805e-05  99.989530
b   14 4829 10221   14 4825 10220      4 1.429805e-05  99.989545
b   14 4829 10226   14 4825 10220      4 1.429805e-05  99.989559
b   14 4827 10229   14 4825 10221      4 1.429805e-05  99.989573
b   14 4828 10220   14 4825 10221      4 1.429805e-05  99.989587
b   14 4829 10221   14 4825 10221      4 1.429805e-05  99.989602
b   14 4824 10219   14 4825 10222      4 1.429805e-05  99.989616
b   14 4828 10219   14 4825 10222      4 1.429805e-05  99.989630
b   14 4828 10221   14 4825 10223      4 1.429805e-05  99.989645
b   14 4823 10219   14 4825 10224      4 1.429805e-05  99.989659
b   14 4823 10219   14 4825 10225      4 1.429805e-05  99.989673
b   14 4827 10219   14 4825 10225      4 1.429805e-05  99.989688
b   14 4828 10222   14 4825 10225      4 1.429805e-05  99.989702
b   14 4828 10223   14 4825 10225      4 1.429805e-05  99.989716
b   14 4830 10230   14 4825 10225      4 1.429805e-05  99.989730
b   14 4823 10219   14 4825 10227      4 1.429805e-05  99.989745
b   14 4823 10222   14 4825 10227      4 1.429805e-05  99.989759
b   14 4828 10228   14 4825 10227      4 1.429805e-05  99.989773
b   14 4826 10219   14 4825 10228      4 1.429805e-05  99.989788
b   14 4827 10221   14 4825 10228      4 1.429805e-05  99.989802
b   14 4827 10224   14 4825 10228      4 1.429805e-05  99.989816
b   14 4824 10220   14 4825 10229      4 1.429805e-05  99.989831
b   14 4826 10221   14 4825 10229      4 1.429805e-05  99.989845
b   14 4828 10229   14 4825 10229      4 1.429805e-05  99.989859
b   14 4825 10222   14 4825 10230      4 1.429805e-05  99.989873
b   14 4827 10226   14 4825 10230      4 1.429805e-05  99.989888
b   14 4827 10227   14 4825 10230      4 1.429805e-05  99.989902
b   14 4828 10227   14 4825 10230      4 1.429805e-05  99.989916
b   14 4829 10226   14 4826 10219      4 1.429805e-05  99.989931
b   14 4829 10225   14 4826 10220      4 1.429805e-05  99.989945
b   14 4822 10219   14 4826 10221      4 1.429805e-05  99.989959
b   14 4824 10228   14 4826 10221      4 1.429805e-05  99.989973
b   14 4825 10230   14 4826 10221      4 1.429805e-05  99.989988
b   14 4824 10219   14 4826 10222      4 1.429805e-05  99.990002
b   14 4829 10222   14 4826 10222      4 1.429805e-05  99.990016
b   14 4823 10222   14 4826 10223      4 1.429805e-05  99.990031
b   14 4824 10228   14 4826 10223      4 1.429805e-05  99.990045
b   14 4829 10220   14 4826 10223      4 1.429805e-05  99.990059
b   14 4829 10221   14 4826 10223      4 1.429805e-05  99.990074
b   14 4829 10223   14 4826 10224      4 1.429805e-05  99.990088
b   14 4830 10221   14 4826 10224      4 1.429805e-05  99.990102
b   14 4825 10219   14 4826 10225      4 1.429805e-05  99.990116
b   14 4828 10228   14 4826 10225      4 1.429805e-05  99.990131
b   14 4824 10220   14 4826 10226      4 1.429805e-05  99.990145
b   14 4827 10224   14 4826 10227      4 1.429805e-05  99.990159
b   14 4828 10222   14 4826 10227      4 1.429805e-05  99.990174
b   14 4828 10224   14 4826 10227      4 1.429805e-05  99.990188
b   14 4828 10228   14 4826 10227      4 1.429805e-05  99.990202
b   14 4823 10219   14 4826 10228      4 1.429805e-05  99.990217
b   14 4828 10223   14 4826 10228      4 1.429805e-05  99.990231
b   14 4830 10230   14 4826 10228      4 1.429805e-05  99.990245
b   14 4825 10219   14 4826 10230      4 1.429805e-05  99.990259
b   14 4825 10220   14 4826 10230      4 1.429805e-05  99.990274
b   14 4828 10221   14 4826 10230      4 1.429805e-05  99.990288
b   14 4828 10224   14 4826 10230      4 1.429805e-05  99.990302
b   14 4827 10223   14 4827 10219      4 1.429805e-05  99.990317
b   14 4826 10225   14 4827 10220      4 1.429805e-05  99.990331
b   14 4826 10230   14 4827 10220      4 1.429805e-05  99.990345
b   14 4827 10225   14 4827 10220      4 1.429805e-05  99.990360
b   14 4823 10219   14 4827 10221      4 1.429805e-05  99.990374
b   14 4827 10230   14 4827 10221      4 1.429805e-05  99.990388
b   14 4829 10222   14 4827 10221      4 1.429805e-05  99.990402
b   14 4829 10223   14 4827 10221      4 1.429805e-05  99.990417
b   14 4829 10224   14 4827 10221      4 1.429805e-05  99.990431
b   14 4829 10225   14 4827 10221      4 1.429805e-05  99.990445
b   14 4830 10226   14 4827 10221      4 1.429805e-05  99.990460
b   14 4827 10219   14 4827 10222      4 1.429805e-05  99.990474
b   14 4827 10230   14 4827 10222      4 1.429805e-05  99.990488
b   14 4830 10226   14 4827 10222      4 1.429805e-05  99.990503
b   14 4828 10221   14 4827 10223      4 1.429805e-05  99.990517
b   14 4830 10226   14 4827 10223      4 1.429805e-05  99.990531
b   14 4825 10229   14 4827 10224      4 1.429805e-05  99.990545
b   14 4826 10221   14 4827 10224      4 1.429805e-05  99.990560
b   14 4830 10224   14 4827 10224      4 1.429805e-05  99.990574
b   14 4823 10220   14 4827 10225      4 1.429805e-05  99.990588
b   14 4824 10220   14 4827 10225      4 1.429805e-05  99.990603
b   14 4828 10228   14 4827 10225      4 1.429805e-05  99.990617
b   14 4829 10224   14 4827 10225      4 1.429805e-05  99.990631
b   14 4823 10219   14 4827 10226      4 1.429805e-05  99.990645
b   14 4823 10220   14 4827 10226      4 1.429805e-05  99.990660
b   14 4824 10221   14 4827 10228      4 1.429805e-05  99.990674
b   14 4825 10221   14 4827 10228      4 1.429805e-05  99.990688
b   14 4826 10220   14 4827 10228      4 1.429805e-05  99.990703
b   14 4827 10222   14 4827 10228      4 1.429805e-05  99.990717
b   14 4827 10223   14 4827 10228      4 1.429805e-05  99.990731
b   14 4826 10222   14 4827 10229      4 1.429805e-05  99.990746
b   14 4827 10221   14 4827 10229      4 1.429805e-05  99.990760
b   14 4830 10226   14 4827 10229      4 1.429805e-05  99.990774
b   14 4825 10220   14 4827 10230      4 1.429805e-05  99.990788
b   14 4825 10223   14 4827 10230      4 1.429805e-05  99.990803
b   14 4830 10225   14 4827 10230      4 1.429805e-05  99.990817
b   14 4828 10225   14 4828 10220      4 1.429805e-05  99.990831
b   14 4823 10226   14 4828 10221      4 1.429805e-05  99.990846
b   14 4824 10220   14 4828 10221      4 1.429805e-05  99.990860
b   14 4827 10230   14 4828 10221      4 1.429805e-05  99.990874
b   14 4830 10225   14 4828 10221      4 1.429805e-05  99.990889
b   14 4829 10223   14 4828 10222      4 1.429805e-05  99.990903
b   14 4824 10228   14 4828 10223      4 1.429805e-05  99.990917
b   14 4825 10219   14 4828 10223      4 1.429805e-05  99.990931
b   14 4827 10229   14 4828 10223      4 1.429805e-05  99.990946
b   14 4829 10222   14 4828 10223      4 1.429805e-05  99.990960
b   14 4823 10221   14 4828 10224      4 1.429805e-05  99.990974
