  slev   sx    sy dlev   dx    dy  count       per       cum
b   14 4829 10220   14 4829 10221     11 3.931964e-05  99.970993
b   14 4828 10223   14 4829 10222     11 3.931964e-05  99.971032
b   14 4828 10223   14 4829 10224     11 3.931964e-05  99.971071
b   14 4828 10229   14 4829 10225     11 3.931964e-05  99.971111
b   14 4827 10230   14 4829 10226     11 3.931964e-05  99.971150
b   14 4824 10227   14 4829 10219     11 3.931964e-05  99.971189
b   14 4827 10221   14 4830 10220     11 3.931964e-05  99.971229
b   14 4827 10220   14 4830 10221     11 3.931964e-05  99.971268
b   14 4828 10223   14 4830 10221     11 3.931964e-05  99.971307
b   14 4830 10226   14 4830 10224     11 3.931964e-05  99.971347
b   14 4827 10223   14 4830 10226     11 3.931964e-05  99.971386
b   14 4827 10225   14 4830 10230     11 3.931964e-05  99.971425
b   14 4825 10223   14 4830 10222     11 3.931964e-05  99.971465
b   14 4828 10222   14 4830 10222     11 3.931964e-05  99.971504
b   14 4826 10219   14 4823 10221     10 3.574513e-05  99.971540
b   14 4826 10225   14 4823 10221     10 3.574513e-05  99.971575
b   14 4827 10223   14 4823 10221     10 3.574513e-05  99.971611
b   14 4825 10230   14 4823 10223     10 3.574513e-05  99.971647
b   14 4827 10224   14 4823 10223     10 3.574513e-05  99.971683
b   14 4828 10226   14 4823 10226     10 3.574513e-05  99.971718
b   14 4824 10219   14 4824 10220     10 3.574513e-05  99.971754
b   14 4827 10225   14 4824 10220     10 3.574513e-05  99.971790
b   14 4823 10222   14 4824 10223     10 3.574513e-05  99.971826
b   14 4826 10220   14 4824 10223     10 3.574513e-05  99.971861
b   14 4828 10221   14 4824 10226     10 3.574513e-05  99.971897
b   14 4827 10229   14 4824 10228     10 3.574513e-05  99.971933
b   14 4823 10222   14 4825 10221     10 3.574513e-05  99.971969
b   14 4826 10219   14 4825 10223     10 3.574513e-05  99.972004
b   14 4827 10224   14 4825 10224     10 3.574513e-05  99.972040
b   14 4828 10222   14 4825 10224     10 3.574513e-05  99.972076
b   14 4822 10224   14 4825 10226     10 3.574513e-05  99.972112
b   14 4827 10224   14 4825 10227     10 3.574513e-05  99.972147
b   14 4825 10219   14 4825 10228     10 3.574513e-05  99.972183
b   14 4828 10230   14 4825 10229     10 3.574513e-05  99.972219
b   14 4829 10226   14 4825 10229     10 3.574513e-05  99.972255
b   14 4830 10226   14 4825 10229     10 3.574513e-05  99.972290
b   14 4824 10219   14 4826 10219     10 3.574513e-05  99.972326
b   14 4827 10229   14 4826 10220     10 3.574513e-05  99.972362
b   14 4829 10221   14 4826 10221     10 3.574513e-05  99.972398
b   14 4828 10220   14 4826 10222     10 3.574513e-05  99.972433
b   14 4827 10224   14 4826 10225     10 3.574513e-05  99.972469
b   14 4825 10219   14 4826 10226     10 3.574513e-05  99.972505
b   14 4825 10219   14 4826 10229     10 3.574513e-05  99.972541
b   14 4827 10222   14 4826 10230     10 3.574513e-05  99.972576
b   14 4830 10226   14 4826 10230     10 3.574513e-05  99.972612
b   14 4825 10219   14 4827 10219     10 3.574513e-05  99.972648
b   14 4828 10221   14 4827 10219     10 3.574513e-05  99.972684
b   14 4823 10221   14 4827 10221     10 3.574513e-05  99.972719
b   14 4828 10220   14 4827 10222     10 3.574513e-05  99.972755
b   14 4823 10226   14 4827 10224     10 3.574513e-05  99.972791
b   14 4828 10223   14 4827 10224     10 3.574513e-05  99.972827
b   14 4827 10228   14 4827 10225     10 3.574513e-05  99.972862
b   14 4828 10224   14 4827 10226     10 3.574513e-05  99.972898
b   14 4828 10228   14 4827 10226     10 3.574513e-05  99.972934
b   14 4829 10225   14 4827 10228     10 3.574513e-05  99.972970
b   14 4829 10226   14 4827 10228     10 3.574513e-05  99.973005
b   14 4826 10228   14 4828 10220     10 3.574513e-05  99.973041
b   14 4827 10219   14 4828 10221     10 3.574513e-05  99.973077
b   14 4826 10229   14 4828 10222     10 3.574513e-05  99.973113
b   14 4828 10224   14 4828 10222     10 3.574513e-05  99.973148
b   14 4826 10222   14 4828 10224     10 3.574513e-05  99.973184
b   14 4826 10229   14 4828 10224     10 3.574513e-05  99.973220
b   14 4827 10224   14 4828 10224     10 3.574513e-05  99.973255
b   14 4829 10224   14 4828 10224     10 3.574513e-05  99.973291
b   14 4827 10222   14 4828 10225     10 3.574513e-05  99.973327
b   14 4827 10230   14 4828 10226     10 3.574513e-05  99.973363
b   14 4828 10223   14 4828 10226     10 3.574513e-05  99.973398
b   14 4824 10228   14 4828 10227     10 3.574513e-05  99.973434
b   14 4825 10224   14 4828 10228     10 3.574513e-05  99.973470
b   14 4829 10230   14 4828 10229     10 3.574513e-05  99.973506
b   14 4823 10226   14 4828 10230     10 3.574513e-05  99.973541
b   14 4826 10223   14 4828 10230     10 3.574513e-05  99.973577
b   14 4826 10223   14 4828 10219     10 3.574513e-05  99.973613
b   14 4828 10222   14 4828 10219     10 3.574513e-05  99.973649
b   14 4823 10226   14 4829 10221     10 3.574513e-05  99.973684
b   14 4825 10223   14 4829 10221     10 3.574513e-05  99.973720
b   14 4827 10227   14 4829 10221     10 3.574513e-05  99.973756
b   14 4830 10225   14 4829 10221     10 3.574513e-05  99.973792
b   14 4827 10221   14 4829 10222     10 3.574513e-05  99.973827
b   14 4823 10226   14 4829 10223     10 3.574513e-05  99.973863
b   14 4828 10226   14 4829 10223     10 3.574513e-05  99.973899
b   14 4827 10222   14 4829 10219     10 3.574513e-05  99.973935
b   14 4825 10222   14 4830 10220     10 3.574513e-05  99.973970
b   14 4825 10228   14 4830 10221     10 3.574513e-05  99.974006
b   14 4826 10220   14 4830 10221     10 3.574513e-05  99.974042
b   14 4827 10226   14 4830 10221     10 3.574513e-05  99.974078
b   14 4830 10225   14 4830 10221     10 3.574513e-05  99.974113
b   14 4827 10227   14 4830 10223     10 3.574513e-05  99.974149
b   14 4829 10226   14 4830 10223     10 3.574513e-05  99.974185
b   14 4823 10226   14 4830 10226     10 3.574513e-05  99.974221
b   14 4826 10220   14 4830 10227     10 3.574513e-05  99.974256
b   14 4827 10226   14 4830 10230     10 3.574513e-05  99.974292
b   14 4825 10229   14 4830 10222     10 3.574513e-05  99.974328
b   14 4827 10221   14 4830 10222     10 3.574513e-05  99.974364
b   14 4828 10221   14 4830 10222     10 3.574513e-05  99.974399
b   14 4825 10225   14 4822 10224      9 3.217062e-05  99.974432
b   14 4823 10221   14 4823 10220      9 3.217062e-05  99.974464
b   14 4827 10225   14 4823 10220      9 3.217062e-05  99.974496
b   14 4825 10230   14 4823 10224      9 3.217062e-05  99.974528
b   14 4827 10221   14 4823 10224      9 3.217062e-05  99.974560
b   14 4827 10226   14 4823 10221      9 3.217062e-05  99.974592
b   14 4829 10224   14 4823 10225      9 3.217062e-05  99.974625
b   14 4829 10225   14 4823 10225      9 3.217062e-05  99.974657
b   14 4830 10225   14 4823 10225      9 3.217062e-05  99.974689
b   14 4827 10223   14 4823 10226      9 3.217062e-05  99.974721
b   14 4826 10219   14 4824 10220      9 3.217062e-05  99.974753
b   14 4828 10227   14 4824 10220      9 3.217062e-05  99.974785
b   14 4827 10224   14 4824 10221      9 3.217062e-05  99.974818
b   14 4828 10227   14 4824 10221      9 3.217062e-05  99.974850
b   14 4828 10223   14 4824 10222      9 3.217062e-05  99.974882
b   14 4827 10230   14 4824 10223      9 3.217062e-05  99.974914
b   14 4822 10224   14 4824 10224      9 3.217062e-05  99.974946
b   14 4828 10220   14 4824 10224      9 3.217062e-05  99.974978
b   14 4823 10227   14 4824 10226      9 3.217062e-05  99.975011
b   14 4827 10220   14 4824 10226      9 3.217062e-05  99.975043
b   14 4830 10230   14 4824 10226      9 3.217062e-05  99.975075
b   14 4823 10220   14 4824 10227      9 3.217062e-05  99.975107
b   14 4823 10221   14 4824 10227      9 3.217062e-05  99.975139
b   14 4827 10219   14 4825 10219      9 3.217062e-05  99.975171
b   14 4827 10224   14 4825 10221      9 3.217062e-05  99.975204
b   14 4829 10225   14 4825 10221      9 3.217062e-05  99.975236
b   14 4827 10228   14 4825 10222      9 3.217062e-05  99.975268
b   14 4830 10225   14 4825 10222      9 3.217062e-05  99.975300
b   14 4827 10221   14 4825 10224      9 3.217062e-05  99.975332
b   14 4828 10224   14 4825 10224      9 3.217062e-05  99.975364
b   14 4828 10228   14 4825 10225      9 3.217062e-05  99.975397
b   14 4828 10222   14 4825 10226      9 3.217062e-05  99.975429
b   14 4824 10220   14 4825 10227      9 3.217062e-05  99.975461
b   14 4825 10220   14 4825 10228      9 3.217062e-05  99.975493
b   14 4827 10222   14 4825 10228      9 3.217062e-05  99.975525
b   14 4823 10221   14 4826 10219      9 3.217062e-05  99.975557
b   14 4828 10220   14 4826 10221      9 3.217062e-05  99.975590
b   14 4823 10221   14 4826 10225      9 3.217062e-05  99.975622
b   14 4828 10224   14 4826 10225      9 3.217062e-05  99.975654
b   14 4823 10221   14 4826 10227      9 3.217062e-05  99.975686
b   14 4829 10230   14 4826 10229      9 3.217062e-05  99.975718
b   14 4829 10230   14 4826 10230      9 3.217062e-05  99.975751
b   14 4824 10223   14 4827 10219      9 3.217062e-05  99.975783
b   14 4827 10226   14 4827 10220      9 3.217062e-05  99.975815
b   14 4829 10221   14 4827 10220      9 3.217062e-05  99.975847
b   14 4829 10225   14 4827 10222      9 3.217062e-05  99.975879
b   14 4823 10221   14 4827 10223      9 3.217062e-05  99.975911
b   14 4827 10224   14 4827 10226      9 3.217062e-05  99.975944
b   14 4828 10223   14 4827 10226      9 3.217062e-05  99.975976
b   14 4828 10225   14 4827 10228      9 3.217062e-05  99.976008
b   14 4826 10221   14 4827 10229      9 3.217062e-05  99.976040
b   14 4830 10226   14 4827 10230      9 3.217062e-05  99.976072
b   14 4826 10229   14 4828 10220      9 3.217062e-05  99.976104
b   14 4825 10229   14 4828 10221      9 3.217062e-05  99.976137
b   14 4826 10219   14 4828 10222      9 3.217062e-05  99.976169
b   14 4828 10220   14 4828 10222      9 3.217062e-05  99.976201
b   14 4829 10220   14 4828 10222      9 3.217062e-05  99.976233
b   14 4830 10220   14 4828 10222      9 3.217062e-05  99.976265
b   14 4825 10220   14 4828 10223      9 3.217062e-05  99.976297
b   14 4827 10222   14 4828 10224      9 3.217062e-05  99.976330
b   14 4828 10223   14 4828 10227      9 3.217062e-05  99.976362
b   14 4823 10226   14 4828 10228      9 3.217062e-05  99.976394
b   14 4828 10227   14 4828 10230      9 3.217062e-05  99.976426
b   14 4825 10224   14 4828 10219      9 3.217062e-05  99.976458
b   14 4826 10229   14 4828 10219      9 3.217062e-05  99.976490
b   14 4829 10219   14 4828 10219      9 3.217062e-05  99.976523
b   14 4828 10219   14 4829 10220      9 3.217062e-05  99.976555
b   14 4823 10225   14 4829 10222      9 3.217062e-05  99.976587
b   14 4826 10221   14 4829 10222      9 3.217062e-05  99.976619
b   14 4828 10222   14 4829 10223      9 3.217062e-05  99.976651
b   14 4830 10226   14 4829 10224      9 3.217062e-05  99.976683
b   14 4827 10224   14 4829 10225      9 3.217062e-05  99.976716
b   14 4826 10220   14 4829 10227      9 3.217062e-05  99.976748
b   14 4825 10227   14 4829 10219      9 3.217062e-05  99.976780
b   14 4823 10225   14 4830 10220      9 3.217062e-05  99.976812
b   14 4826 10219   14 4830 10220      9 3.217062e-05  99.976844
b   14 4828 10222   14 4830 10220      9 3.217062e-05  99.976876
b   14 4829 10220   14 4830 10220      9 3.217062e-05  99.976909
b   14 4828 10225   14 4830 10221      9 3.217062e-05  99.976941
b   14 4828 10224   14 4830 10224      9 3.217062e-05  99.976973
b   14 4825 10221   14 4830 10226      9 3.217062e-05  99.977005
b   14 4827 10222   14 4830 10226      9 3.217062e-05  99.977037
b   14 4823 10223   14 4830 10229      9 3.217062e-05  99.977069
b   14 4826 10230   14 4830 10229      9 3.217062e-05  99.977102
b   14 4823 10226   14 4830 10222      9 3.217062e-05  99.977134
b   14 4830 10221   14 4830 10222      9 3.217062e-05  99.977166
b   14 4823 10220   14 4822 10219      8 2.859610e-05  99.977195
b   14 4824 10220   14 4822 10219      8 2.859610e-05  99.977223
b   14 4825 10219   14 4822 10219      8 2.859610e-05  99.977252
b   14 4826 10225   14 4823 10219      8 2.859610e-05  99.977280
b   14 4828 10225   14 4823 10219      8 2.859610e-05  99.977309
b   14 4827 10222   14 4823 10220      8 2.859610e-05  99.977338
b   14 4823 10222   14 4823 10224      8 2.859610e-05  99.977366
b   14 4829 10224   14 4823 10224      8 2.859610e-05  99.977395
b   14 4826 10220   14 4823 10221      8 2.859610e-05  99.977423
b   14 4823 10226   14 4823 10222      8 2.859610e-05  99.977452
b   14 4825 10228   14 4823 10222      8 2.859610e-05  99.977481
b   14 4823 10219   14 4823 10225      8 2.859610e-05  99.977509
b   14 4826 10222   14 4823 10226      8 2.859610e-05  99.977538
b   14 4824 10219   14 4824 10221      8 2.859610e-05  99.977566
b   14 4827 10230   14 4824 10221      8 2.859610e-05  99.977595
b   14 4828 10227   14 4824 10223      8 2.859610e-05  99.977624
b   14 4828 10230   14 4824 10224      8 2.859610e-05  99.977652
b   14 4829 10220   14 4824 10224      8 2.859610e-05  99.977681
b   14 4828 10223   14 4824 10225      8 2.859610e-05  99.977709
b   14 4828 10220   14 4824 10226      8 2.859610e-05  99.977738
b   14 4826 10223   14 4824 10228      8 2.859610e-05  99.977767
b   14 4828 10225   14 4825 10219      8 2.859610e-05  99.977795
b   14 4824 10228   14 4825 10222      8 2.859610e-05  99.977824
b   14 4828 10224   14 4825 10222      8 2.859610e-05  99.977852
b   14 4830 10221   14 4825 10222      8 2.859610e-05  99.977881
b   14 4823 10220   14 4825 10223      8 2.859610e-05  99.977910
b   14 4824 10219   14 4825 10223      8 2.859610e-05  99.977938
b   14 4823 10221   14 4825 10224      8 2.859610e-05  99.977967
b   14 4826 10220   14 4825 10224      8 2.859610e-05  99.977995
b   14 4830 10224   14 4825 10224      8 2.859610e-05  99.978024
b   14 4826 10219   14 4825 10225      8 2.859610e-05  99.978052
b   14 4827 10221   14 4825 10225      8 2.859610e-05  99.978081
b   14 4828 10223   14 4825 10227      8 2.859610e-05  99.978110
b   14 4828 10230   14 4825 10227      8 2.859610e-05  99.978138
b   14 4827 10222   14 4825 10229      8 2.859610e-05  99.978167
b   14 4823 10219   14 4826 10219      8 2.859610e-05  99.978195
b   14 4827 10226   14 4826 10219      8 2.859610e-05  99.978224
b   14 4828 10222   14 4826 10219      8 2.859610e-05  99.978253
b   14 4829 10221   14 4826 10220      8 2.859610e-05  99.978281
b   14 4823 10222   14 4826 10221      8 2.859610e-05  99.978310
b   14 4827 10219   14 4826 10221      8 2.859610e-05  99.978338
b   14 4829 10226   14 4826 10221      8 2.859610e-05  99.978367
b   14 4824 10228   14 4826 10222      8 2.859610e-05  99.978396
b   14 4828 10224   14 4826 10223      8 2.859610e-05  99.978424
b   14 4829 10220   14 4827 10220      8 2.859610e-05  99.978453
b   14 4823 10221   14 4827 10222      8 2.859610e-05  99.978481
b   14 4827 10229   14 4827 10222      8 2.859610e-05  99.978510
b   14 4829 10220   14 4827 10222      8 2.859610e-05  99.978539
b   14 4825 10219   14 4827 10223      8 2.859610e-05  99.978567
b   14 4824 10221   14 4827 10224      8 2.859610e-05  99.978596
b   14 4823 10220   14 4827 10227      8 2.859610e-05  99.978624
b   14 4828 10223   14 4827 10227      8 2.859610e-05  99.978653
b   14 4827 10223   14 4827 10229      8 2.859610e-05  99.978682
b   14 4830 10230   14 4827 10229      8 2.859610e-05  99.978710
b   14 4829 10225   14 4827 10230      8 2.859610e-05  99.978739
b   14 4825 10229   14 4828 10220      8 2.859610e-05  99.978767
b   14 4827 10223   14 4828 10220      8 2.859610e-05  99.978796
b   14 4829 10219   14 4828 10221      8 2.859610e-05  99.978825
b   14 4826 10220   14 4828 10223      8 2.859610e-05  99.978853
b   14 4826 10230   14 4828 10223      8 2.859610e-05  99.978882
b   14 4825 10229   14 4828 10224      8 2.859610e-05  99.978910
b   14 4826 10221   14 4828 10226      8 2.859610e-05  99.978939
b   14 4826 10222   14 4828 10226      8 2.859610e-05  99.978968
b   14 4829 10225   14 4828 10228      8 2.859610e-05  99.978996
b   14 4827 10225   14 4828 10230      8 2.859610e-05  99.979025
b   14 4828 10226   14 4828 10230      8 2.859610e-05  99.979053
b   14 4826 10224   14 4828 10219      8 2.859610e-05  99.979082
b   14 4827 10226   14 4828 10219      8 2.859610e-05  99.979111
b   14 4829 10220   14 4828 10219      8 2.859610e-05  99.979139
b   14 4825 10220   14 4829 10220      8 2.859610e-05  99.979168
b   14 4826 10224   14 4829 10220      8 2.859610e-05  99.979196
b   14 4829 10222   14 4829 10221      8 2.859610e-05  99.979225
b   14 4830 10221   14 4829 10221      8 2.859610e-05  99.979254
b   14 4827 10226   14 4829 10222      8 2.859610e-05  99.979282
b   14 4824 10221   14 4829 10224      8 2.859610e-05  99.979311
b   14 4829 10223   14 4829 10225      8 2.859610e-05  99.979339
b   14 4826 10220   14 4829 10226      8 2.859610e-05  99.979368
b   14 4826 10221   14 4829 10226      8 2.859610e-05  99.979397
b   14 4825 10219   14 4829 10227      8 2.859610e-05  99.979425
b   14 4827 10222   14 4829 10227      8 2.859610e-05  99.979454
b   14 4825 10222   14 4829 10230      8 2.859610e-05  99.979482
b   14 4827 10223   14 4829 10219      8 2.859610e-05  99.979511
b   14 4828 10219   14 4829 10219      8 2.859610e-05  99.979539
b   14 4829 10220   14 4829 10219      8 2.859610e-05  99.979568
b   14 4829 10221   14 4829 10219      8 2.859610e-05  99.979597
b   14 4823 10224   14 4829 10229      8 2.859610e-05  99.979625
b   14 4825 10225   14 4829 10229      8 2.859610e-05  99.979654
b   14 4829 10229   14 4829 10229      8 2.859610e-05  99.979682
b   14 4823 10223   14 4830 10220      8 2.859610e-05  99.979711
